"uuid","void/retire","data class","data type","fully specified name:en","short name:en","short name:en_GB","synonym 1:en","synonym 2:en","synonym 3:en","synonym 4:en","synonym 5:en","synonym 6:en","synonym 7:en","synonym 8:en","description:en","mappings|SAME-AS|PIH Malawi","mappings|NARROWER-THAN|Malawi HMIS Outpatient Indicators","mappings|NARROWER-THAN|SPINE Coded answers","mappings|NARROWER-THAN|SPINE","mappings|SAME-AS|PIH","mappings|SAME-AS|CIEL","mappings|SAME-AS|SNOMED CT","mappings|NARROWER-THAN|SNOMED NP","mappings|SAME-AS|AMPATH","mappings|NARROWER-THAN|SNOMED CT","mappings|SAME-AS|org.openmrs.module.emrapi","absolute high","critical high","normal high","absolute low","critical low","normal low","allow decimals","units","display precision"
"6545c4a0-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Ectopic pregnancy",,,"Pregnancy, ectopic",,,,,,,,"Implantation and subsequent development of a fertilized ovum outside the uterus, as in a fallopian tube.","46",,,,,,,,,,,,,,,,,,,
"654a5380-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Eczema",,,"Allergic eczema",,,,,,,,"An inflammatory condition of the skin characterized by redness, itching, and oozing vesicular lesions which become scaly, crusted, or hardened.","829","29",,,,,,,,,,,,,,,,,,
"6569fe4c-977f-11e1-8993-905e29aff6c1","true","Anatomy","Boolean","Edema",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,,,
"656edc00-977f-11e1-8993-905e29aff6c1","true","Anatomy","Boolean","Edema",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,,,
"65488c3a-977f-11e1-8993-905e29aff6c1","true","Finding","N/A","Edema left lower extremity",,,,,,,,,,,"Swelling with fluid left leg",,,,,,,,,,,,,,,,,,,,
"65485940-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Edema nos","Edema","Edema","Dropsy","Oedema",,,,,,,"An abnormal excess accumulation of serous fluid in connective tissue or in a serous cavity.","460",,,,,,,,,,,,,,,,,,,
"65488dfc-977f-11e1-8993-905e29aff6c1","true","Finding","N/A","Edema right lower extremity",,,,,,,,,,,"Swelling with fluid of right leg",,,,,,,,,,,,,,,,,,,,
"6548f72e-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Edema, legs",,,,,,,,,,,"Fluid accumulation in the lower limbs.","590",,,,,,,,,,,,,,,,,,,
"65674364-977f-11e1-8993-905e29aff6c1",,"Symptom/Finding","N/A","Edema, peripheral",,,,,,,,,,,"Severe swelling of the feet or legs","3721",,,,,,,,,,,,,,,,,,,
"655a0532-977f-11e1-8993-905e29aff6c1",,"Question","Boolean","Education NOT finished",,,,,,,,,,,"The patient is still in education","1493",,,,,,,,,,,,,,,,,,,
"65492686-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Efavirenz",,,"Sustive","Stocrin","Sustiva","EFZ","EFV",,,,"A non-nucleoside drug used to treat HIV infection.","633",,,,,,,,,,,,,,,,,,,
"656dd3d2-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Efavirenz ARV",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656ddb3e-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Efavirenz comment",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656dd922-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Efavirenz discontinuation1",,,,,,,,,,,"Discontinuation Reason #1 - Efavirenz (EFV)",,,,,,,,,,,,,,,,,,"false",,
"656b8a46-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Efavirenz discontinuation1 today",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,,,
"656dda30-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Efavirenz discontinuation2",,,,,,,,,,,"Discontinuation Reason #2 - Efavirenz (EFV)",,,,,,,,,,,,,,,,,,"false",,
"656b8b5e-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Efavirenz discontinuation2 today",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,,,
"656dd706-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Efavirenz discontinued",,,,,,,,,,,"ARVs Discontinued Since Last Visit - Efavirenz",,,,,,,,,,,,,,,,,,"false",,
"656dd09e-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Efavirenz past",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656dd1ac-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Efavirenz present",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656b8816-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Efavirenz recommendation",,,,,,,,,,,"Medication Recommendation - Efavirenz (EFV)",,,,,,,,,,,,,,,,,,,,
"656b8c76-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Efavirenz sig",,,,,,,,,,,"Dose And Comments - Efavirenz (EFV)",,,,,,,,,,,,,,,,,,,,
"656dd4e0-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Efavirenz start continue",,,,,,,,,,,"ARVs Started/Continued Since Last Visit - Efavirenz",,,,,,,,,,,,,,,,,,"false",,
"656dd5ee-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Efavirenz start date",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656b892e-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Efavirenz start stop date",,,,,,,,,,,"Start/Stop Date",,,,,,,,,,,,,,,,,,,,
"656dd80a-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Efavirenz stop date",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"656dd2c4-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Efavirenzp MTCT",,,,,,,,,,,"none",,,,,,,,,,,,,,,,,,"false",,
"6567ab4c-977f-11e1-8993-905e29aff6c1",,"Question","Text","Effusion location",,,,,,,,,,,"Free text description of pulmonary effusion location","3750",,,,,,,,,,,,,,,,,,,
"654a345e-977f-11e1-8993-905e29aff6c1","true","Drug","N/A","EFV",,,,,,,,,,,"antiretroviral medication",,,,,,,,,,,,,,,,,,,,
"6548b9e4-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Egophony",,,,,,,,,,,"A modification of the voice resembling bleating heard on auscultation of the chest in some diseases, such as pulmonary effusion.","538",,,,,,,,,,,,,,,,,,,
"da82a921-fe41-409d-87d0-67eb3e3c2963",,"Misc","N/A","EID screening station",,,"Early Infant Diagnosis station","Exposed Child station",,,,,,,,,,,,,,,,,,,,,,,,,,,
"65705594-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","EID visit",,,"Early infant diagnosis patient appointment",,,,,,,,"The patient visited the hospital or clinic for early infant diagnosis.","6257",,,,,,,,,,,,,,,,,,,
"7cc0fa66-0467-4552-8dd7-501f2b325319",,"Frequency","N/A","Eight times a day (8D)","8D","8D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65688846-977f-11e1-8993-905e29aff6c1",,"Finding","Numeric","Ejection fraction",,,,,,,,,,,"echocardiographic measurement","3946",,,,,,,,,,,,,,,,,"true","",
"65682e3c-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Elbow deformity",,,,,,,,,,,"echocardiographic description of heart valve leaflet, abnormal finding.","3862",,,,,,,,,,,,,,,,,,,
"d0c7636d-9d5e-4c1c-9656-e76689398ce5",,"Misc","N/A","Elder relative",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4f3d9103-a1d2-40cb-953b-9aeeb9950147",,"Misc","N/A","Electricity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6572b4ec-977f-11e1-8993-905e29aff6c1",,"Test","Text","Electrocardiogram","ECG","ECG",,,,,,,,,"A graphical recording of the cardiac cycle produced by an electrocardiograph","6672",,,,,,,,,,,,,,,,,,,
"656598f2-977f-11e1-8993-905e29aff6c1",,"ConvSet","N/A","Electrocardiogram construct","EKG construct","EKG construct","ECG construct",,,,,,,,"Diagnosis and details related to EKG. An EKG is a record of the electrical activity of the heart. ","3403",,,,,,,,,,,,,,,,,,,
"656597e4-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Electrocardiogram diagnosis","EKG diagnosis","EKG diagnosis","ECG diagnosis",,,,,,,,"Diagnosis derived from patient's EKG results.","3402",,,,,,,,,,,,,,,,,,,
"D3A49FE2-819B-491A-941F-E0B8A0F76C38",,"Diagnosis","Text","Electrocardiographic(EKG) imaging result",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"65494a4e-977f-11e1-8993-905e29aff6c1","true","Test","Coded","Elisa",,,,,,,,,,,"Screening test for HIV-enzyme-linked immunosorbent assay",,,,,,,,,,,,,,,,,,,,
"6571d73e-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Elvic inflammatory disease",,,,,,,,,,,,"6536",,,,,,,,,,,,,,,,,,,
"654768aa-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Elyvate cream",,,,,,,,,,,"topical antifungal to treat skin infections","318",,,,,,,,,,,,,,,,,,,
"6570fbfc-977f-11e1-8993-905e29aff6c1",,"Misc","Text","Email address",,,,,,,,,,,"A person's email address.","6348",,,,,,,,,,,,,,,,,,,
"65791a76-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Emergency contraception",,,,,,,,,,,"Contraceptive measures that, if taken after sex, may prevent pregnancy.","7862",,,,,,,,,,,,,,,,,,,
"65700c1a-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Emergency visit",,,"Emergency room visit",,,,,,,,"The patient visits due to an emergency","6192",,,,,,,,,,,,,,,,,,,
"7e8abbdc-cf5c-11e5-ab30-625662870761",,"Finding","Coded","Emotional stress, anger, boredom",,,,,,,,,,,,"8534",,,,,,,,,,,,,,,,,,,
"657b56ce-977f-11e1-8993-905e29aff6c1",,"Symptom","N/A","Emotions",,,,,,,,,,,"Emotions","8294",,,,,,,,,,,,,,,,,,,
"65659082-977f-11e1-8993-905e29aff6c1",,"State","N/A","Employed",,,,,,,,,,,"Patient currently employed.","3395",,,,,,,,,,,,,,,,,,,
"656cb646-977f-11e1-8993-905e29aff6c1",,"Question","Boolean","Employed outside home",,,,,,,,,,,"Question on encounter forms: ""Are you employed outside the home?""","5608",,,,,,,,,,,,,,,,,,,
"6572bf1e-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Empyema",,,,,,,,,,,"A collection of pus within a naturally existing anatomical cavity","6682",,"8",,,,,,,,,,,,,,,,,
"654a3dfa-977f-11e1-8993-905e29aff6c1","true","Drug","N/A","EMTRI",,,,,,,,,,,"combination ARV (lamivudine+stavudine+nevirapine)",,,,,,,,,,,,,,,,,,,,
"654a2ab8-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Emtricitabine",,,"Emtriva","FTC",,,,,,,"Medication in a category of HIV antiretrovirals called reverse transcriptase inhibitors. Emtricitabine inhibits the reproduction of HIV in the body.","791",,,,,,,,,,,,,,,,,,,
"654a38aa-977f-11e1-8993-905e29aff6c1","true","Drug","N/A","Emtriva",,,,,,,,,,,"antiretroviral medication",,,,,,,,,,,,,,,,,,,,
"65588cde-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Enalapril",,,"Vasotec",,,,,,,,"An antihypertensive drug C20H28N2O5 that is an ACE inhibitor administered orally in the form of its maleate.","1242",,,,,,,,,,,,,,,,,,,
"6574b012-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Encephalitis",,,,,,,,,,,,"7062",,"8","7",,,,,,,,,,,,,,,,
"656b3794-977f-11e1-8993-905e29aff6c1",,"Diagnosis","Coded","Encephalopathy",,,,,,,,,,,"Any disorder or disease of the brain.","5345",,,"7",,,,,,,,,,,,,,,,
"6574acc0-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Encephalopathy hepatic",,,"Hepatic encephalopathy",,,,,,,,,"7059",,,,,,,,,,,,,,,,,,,
"6574aba8-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Encephalopathy hypoxic",,,,,,,,,,,"","7058",,,,,,,,,,,,,,,,,,,
"655925b8-977f-11e1-8993-905e29aff6c1",,"Question","Coded","Encephalopathy non focal",,,,,,,,,,,"Generalised brain inflamation usually infectious","1361",,,,,,,,,,,,,,,,,,,
"6574aefa-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Encephalopathy other",,,"Other encephalopathy",,,,,,,,,"7061",,,,,,,,,,,,,,,,,,,
"655927d4-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Encephalopathy presumed not due to HIV",,,,,,,,,,,"Encephalopathy not classed as a direct effect of HIV","1363",,,,,,,,,,,,,,,,,,,
"6574ade2-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Encephalopathy respiratory",,,"Respiratory encephalopathy",,,,,,,,,"7060",,,,,,,,,,,,,,,,,,,
"6572eb38-977f-11e1-8993-905e29aff6c1",,"Test","Coded","End stage eye disease",,,,,,,,,,,,"6716",,,,,,,,,,,,,,,,,,,
"6568c270-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Endocarditis",,,,,,,,,,,"Infection of the heart valves","3997","19",,,,,,,,,,,,,,,,,,
"6577ef7a-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Endocrine",,,,,,,,,,,,"7656",,"8",,,,,,,,,,,,,,,,,
"65718838-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Endocrine secondary hypertension",,,,,,,,,,,,"6467","18",,,,,,,,,,,,,,,,,,
"6577141a-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Endometrial cancer",,,,,,,,,,,,"7465",,,,,,,,,,,,,,,,,,,
"6562ddd8-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Endomyocardial fibrosis",,,,,,,,,,,"A disease characterised by thickening of the endocardium, and frequently the inner third of the myocardium. The left ventricle is most frequently involved. Cardiomegaly and congestive heart failure may also be present.","3132","19",,,,,,,,,,,,,,,,,,
"162357AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA",,"Units of Measure","N/A","Enema",,,"Enema(s)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5c05bcc5-a25e-4e36-98ef-579060c4c460",,"Question","Coded","Enlarged Liver",,,,,,,,,,,"a sign of an underlying problem, such as liver disease, congestive heart failure or cancer.",,,,,,,,,,,,,,,,,,,,
"0514c008-3738-458c-99de-9f43eca8c414",,"Question","Coded","Enrolled in NCD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"92148ae3-642c-47f5-ae7c-2c4efa9796e8",,"Question","Coded","Enrolled in PDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"d3dde05f-9296-4482-8e2c-788b615c5e91",,"Misc","Coded","Enrolled in teen club",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50fe5939-7380-4a01-abe4-6a7806280bdb",,"Misc","N/A","Enroute",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"656aea14-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","ENT",,,,,,,,,,,"Normal, Abnormal",,,,,,,,,,,,,,,,,,"false",,
"6549c4e2-977f-11e1-8993-905e29aff6c1",,"Specimen","N/A","Entamoeba histolytica",,,"E histolytica","Entomoeba coli","Cyst histolytica",,,,,,"A genus of ameboid protozoans (order Amoebida) that are parasitic in the vertebrate alimentary canal and especially in the intestines and that include the causative agent (E. histolytica) of amebic dysentery.","709",,,,,,,,,,,,,,,,,,,
"657617e0-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Entero",,,,,,,,,,,,"7303",,,,,,,,,,,,,,,,,,,
"6575cd8a-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Enterobacter agglomerans",,,,,,,,,,,,"7244",,,,,,,,,,,,,,,,,,,
"6575cb64-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Enterobacter cloacae",,,,,,,,,,,,"7242",,,,,,,,,,,,,,,,,,,
"6575cc72-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Enterobacter sakazakii",,,,,,,,,,,,"7243",,,,,,,,,,,,,,,,,,,
"6575ca56-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Enterobacter species",,,,,,,,,,,,"7241",,,,,,,,,,,,,,,,,,,
"657613a8-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Enterobactor species",,,,,,,,,,,,"7299",,,,,,,,,,,,,,,,,,,
"657625be-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Enterococcus species",,,,,,,,,,,,"7316",,,,,,,,,,,,,,,,,,,
"654b594c-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Enteropathy",,,,,,,,,,,"Non-specific enteropathy in HIV infected patient likely AIDS related","993","51",,,,,,,,,,,,,,,,,,
"657651c4-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Enterovirus",,,,,,,,,,,,"7357",,,,,,,,,,,,,,,,,,,
"6549c5f0-977f-11e1-8993-905e29aff6c1","true","Finding","N/A","Entomoeba coli",,,,,,,,,,,"result of stool exam, indicative of amoeba infection with the more benign e. coli organism",,,,,,,,,,,,,,,,,,,,
"654b8520-977f-11e1-8993-905e29aff6c1",,"Test","Numeric","Eosinophils","EOS","EOS",,,,,,,,,"A type of white blood cell found in vertebrate blood, containing cytoplasmic granules that are easily stained by eosin or other acid dyes.","1024",,,,,,,,,,,,,,,,,"false","%",
"657b17e0-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Ephedrine Sulphate",,,,,,,,,,,,"8243",,,,,,,,,,,,,,,,,,,
"654997f6-977f-11e1-8993-905e29aff6c1","true","Finding","N/A","Epi cells",,,,,,,,,,,"skin or vagina cells in a urine specimen",,,,,,,,,,,,,,,,,,,,
"6569cf08-977f-11e1-8993-905e29aff6c1",,"Anatomy","N/A","Epigastric",,,,,,,,,,,"describes an anatomic location of the abdomen","5099",,,,,,,,,,,,,,,,,,,
"6546938a-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Epilepsy",,,,,,,,,,,"Any of various neurological disorders characterized by sudden recurring attacks of motor, sensory, or psychic malfunction with or without loss of consciousness or convulsive seizures.","155","22",,,,,,,,,,,,,,,,,,
"5f52156a-cf63-11e5-ab30-625662870761",,"ConvSet","N/A","Epilepsy complication construct",,,,,,,,,,,,"8548",,,,,,,,,,,,,,,,,,,
"b2fafe94-ce9f-11e5-ab30-625662870761",,"Finding","Coded","Epilepsy complications",,,,,,,,,,,,"8514",,,,,,,,,,,,,,,,,,,
"ad7b930a-a1d9-4fff-bd62-212d5e55e5b2",,"Workflow","N/A","Epilepsy treatment",,,,,,,,,,,,,,,,"Epilepsy treatment status workflow",,,,,,,,,,,,,,,
"5f51fecc-cf63-11e5-ab30-625662870761",,"Finding","Coded","Epilepsy trigger",,,,,,,,,,,,"8538",,,,,,,,,,,,,,,,,,,
"657afa26-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Epilim",,,,,,,,,,,,"8220",,,,,,,,,,,,,,,,,,,
"656c8f68-977f-11e1-8993-905e29aff6c1",,"Question","Boolean","Episiotomy on mother",,,,,,,,,,,"Question on encounter form: ""Episiotomy done on mother:""","5577",,,,,,,,,,,,,,,,,,,
"6546a730-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Epistaxis",,,"Nosebleed",,,,,,,,"Bleeding from the nose.","173",,,,,,,,,,,,,,,,,,,
"654996e8-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Epithelial cells",,,"Epi cells",,,,,,,,"Skin or vagina cells found in a urine specimen.","666",,,,,,,,,,,,,,,,,,,
"65492276-977f-11e1-8993-905e29aff6c1","true","Drug","N/A","Epivir",,,,,,,,,,,"drug for antiviral therapy usually HIV",,,,,,,,,,,,,,,,,,,,
"657964ae-977f-11e1-8993-905e29aff6c1",,"ConvSet","N/A","EPTB classification","EPTB class.","EPTB class.",,,,,,,,,,"7933",,,,,,,,,,,,,,,,,,,
"165179AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA",,"Misc","N/A","Equipment failure",,,,,,,,,,,,,,,,,"165179",,,,,,,,,,,,,,
"65736612-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Ergometrine",,,,,,,,,,,"An alkaloid of Claviceps purpurea sclerotia; used to induce labour.","6825",,,,,,,,,,,,,,,,,,,
"657b18e4-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Ergometrine Maleate",,,,,,,,,,,,"8244",,,,,,,,,,,,,,,,,,,
"65478ba0-977f-11e1-8993-905e29aff6c1","true","Drug","N/A","Ergotamine injection",,,,,,,,,,,"ergotamine preparation for threatened miscarriage and migraine",,,,,,,,,,,,,,,,,,,,
"6548a58a-977f-11e1-8993-905e29aff6c1","true","Finding","N/A","Eryhthematous",,,,,,,,,,,"redness of skin",,,,,,,,,,,,,,,,,,,,
"654b242c-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Erythema",,,"Eryhthematous",,,,,,,,"Redness of skin.","947",,,,,,,,,,,,,,,,,,,
"654a754a-977f-11e1-8993-905e29aff6c1",,"Test","Numeric","Erythrocyte sedimentation rate",,,"ESR",,,,,,,,"Measurement of the sedimation rate of red blood cells in a blood specimen.","855",,,,,,,,,,,,,,,,,"false","",
"65659f28-977f-11e1-8993-905e29aff6c1",,"Test","N/A","Erythrocyte sedimentation rate","ESR","ESR","Biernacki reaction","Sedimentation rate",,,,,,,"The rate at which red blood cells precipitate in a period of 1 hour.","3409",,,,,,,,,,,,,,,,,,,
"65473646-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Erythromycin",,,"Ilotycin","Erythromycin syrup","Ilosone",,,,,,"A broad-spectrum antibiotic C37H67NO13 produced by a bacterium of the genus Streptomyces (S. erythreus), resembling penicillin in antibacterial activity, and effective also against amebas, treponemata, and pinworms.","272",,,,,,,,,,,,,,,,,,,
"654845d6-977f-11e1-8993-905e29aff6c1","true","Drug","N/A","Erythromycin syrup",,,,,,,,,,,"macrolide antibiotic used for gram-positive infections, upper-respiratory, etc.",,,,,,,,,,,,,,,,,,,,
"654b2bb6-977f-11e1-8993-905e29aff6c1",,"Finding","N/A","Escherichia coli",,,"E Coli",,,,,,,,"A genus of aerobic gram-negative rod-shaped bacteria of the family Enterobacteriaceae that form acid and gas on many carbohydrates (as dextrose and lactose) but no acetoin and that include occas. pathogenic forms (as some strains of E. coli) normally present in the human intestine and other forms which typically occur in soil and water.","954",,,,,,,,,,,,,,,,,,,
"6575ce98-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Escherichia vulneris",,,,,,,,,,,,"7245",,,,,,,,,,,,,,,,,,,
"654b3336-977f-11e1-8993-905e29aff6c1",,"Drug","N/A","Esomeprazole",,,"Nexium",,,,,,,,"Used to treat gastroesophageal reflux disease (GERD), a condition in which backward flow of acid from the stomach causes heartburn and injury of the esophagus (food pipe between the mouth and stomach).","961",,,,,,,,,,,,,,,,,,,
"6577bd84-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Esophageal",,,,,,,,,,,,"7613",,"8",,,,,,,,,,,,,,,,,
"656975a8-977f-11e1-8993-905e29aff6c1","true","Diagnosis","N/A","Esophageal pulmonary candidiasis",,,,,,,,,,,"CDC Category C - Candidiasis, Esophageal Or Pulmonary (Bronchi, Trachea, Lungs)",,,,,,,,,,,,,,,,,,,,
"65740c70-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Esophagitis",,,"Oesophagitis",,,,,,,,"Inflammation of the esophagus; often caused by gastroesophageal reflux.","6919","43",,,,,,,,,,,,,,,,,,
"6559ef70-977f-11e1-8993-905e29aff6c1",,"Test","Numeric","ESR",,,"VS","Sed rate",,,,,,,"Sedimentation rate","1477",,,,,,,,,,,"25.0",,,"0.0",,,"false","",
"6577ec78-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Essential",,,,,,,,,,,,"7653",,"8",,,,,,,,,,,,,,,,,
"65718518-977f-11e1-8993-905e29aff6c1",,"Diagnosis","N/A","Essential hypertension",,,,,,,,,,,,"6464","18",,,,,,,,,,,,,,,,,,
"656ca5de-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Est delivery mo",,,,,,,,,,,"Estimated Date Of Delivery (Month)",,,,,,,,,,,,,,,,,,"false",,
"656ca6f6-977f-11e1-8993-905e29aff6c1","true","Test","Numeric","Est delivery yr",,,,,,,,,,,"Estimated Date Of Delivery (Year)",,,,,,,,,,,,,,,,,,"false",,
"6576e2f6-977f-11e1-8993-905e29aff6c1",,"Misc","N/A","Estimated date",,,,,,,,,,,,"7437",,,,,,,,,,,,,,,,,,,
"656ca4c6-977f-11e1-8993-905e29aff6c1",,"Question","Datetime","Estimated date of confinement","Est_deliv_date","Est_deliv_date","Estimated date of delivery","EDC","Estimated delivery date","DPA",,,,,"An estimation of the date in which a mother will give birth to her child.","5596",,,,,,,,,,,,,,,,,,,
"6214728c-e515-4287-a869-bcde209f888b",,"Test","Numeric","estimated glomerular filtration rate","eGFR","eGFR",,,,,,,,,,,,,,,,,,,,,,,,,,,"true","mL/min",
"65688742-977f-11e1-8993-905e29aff6c1",,"Finding","Numeric","Estimated pulmonary artery systolic pressure","PASP","PASP",,,,,,,,,"echocardiographic measurement","3945",,,,,,,,,,,,,,,,,"true","mmHg",
"65688328-977f-11e1-8993-905e29aff6c1",,"Finding","Numeric","Estimated right atrial pressure",,,,,,,,,,,"echocardiographic measurement","3941",,,,,,,,,,,,,,,,,"true","mmHg",
