"concept","member","sort weight","member type"
"WHO Stage defining conditions not explicitly asked peds","Wart virus infection, extensive","18.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","Molluscum contagiosum, extensive","19.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","Unexplained persistent parotid gland enlargement","20.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","Acute necrotizing ulcerative gingivitis or periodontitis","21.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","Cytomegalovirus infection: rentinitis or other organ (from age 1 month)","22.0","concept-set"
"WHO Stage defining conditions not explicitly asked peds","Pneumocystis pneumonia","23.0","concept-set"
"WHO stage I adult","Asymptomatic HIV infection","0.0","concept-set"
"WHO stage I adult","Persistent generalized lymphadenopathy","1.0","concept-set"
"WHO stage I adult","Unspecified stage I condition","2.0","concept-set"
"WHO stage I adult and peds","Asymptomatic HIV infection","0.0","concept-set"
"WHO stage I adult and peds","Persistent generalized lymphadenopathy","1.0","concept-set"
"WHO stage I adult and peds","Unspecified stage I condition","2.0","concept-set"
"WHO stage I peds","Asymptomatic HIV infection","0.0","concept-set"
"WHO stage I peds","Persistent generalized lymphadenopathy","1.0","concept-set"
"WHO stage II adult","Herpes zoster","0.0","concept-set"
"WHO stage II adult","Moderate weight loss less than or equal to 10 percent, unexplained","1.0","concept-set"
"WHO stage II adult","Minor mucocutaneous manifestations (seborrheic dermatitis, prurigo, fungal nail infections, recurrent oral ulcerations, angular chelitis)","2.0","concept-set"
"WHO stage II adult","Respiratory tract infections, recurrent (sinusitis, tonsilitus, otitis media, pharyngitis)","3.0","concept-set"
"WHO stage II adult","Unspecified stage II condition","4.0","concept-set"
"WHO stage II adult","Moderate weight loss less than or equal to 10 percent, unexplained","0.0","concept-set"
"WHO stage II adult","Seborrhoeic dermatitis","1.0","concept-set"
"WHO stage II adult and peds","Respiratory tract infections, recurrent (sinusitis, tonsilitus, otitis media, pharyngitis)","0.0","concept-set"
"WHO stage II adult and peds","Herpes zoster","1.0","concept-set"
"WHO stage II adult and peds","Angular cheilitis","2.0","concept-set"
"WHO stage II adult and peds","Oral ulcerations, recurrent","3.0","concept-set"
"WHO stage II adult and peds","Papular pruritic eruptions / Fungal nail infections","4.0","concept-set"
"WHO stage II adult and peds","Unspecified stage II condition","5.0","concept-set"
"WHO stage II peds","Unexplained persistant heptomegaly and splenomegaly","0.0","concept-set"
"WHO stage II peds","Papular itchy skin eruptions","1.0","concept-set"
"WHO stage II peds","Wart virus infection, extensive","2.0","concept-set"
"WHO stage II peds","Molluscum contagiosum, extensive","3.0","concept-set"
"WHO stage II peds","Oral ulcerations, recurrent","4.0","concept-set"
"WHO stage II peds","Unexplained persistent parotid gland enlargement","5.0","concept-set"
"WHO stage II peds","Lineal gingival erythema","6.0","concept-set"
"WHO stage II peds","Herpes zoster","7.0","concept-set"
"WHO stage II peds","Recurrent or chronic respiratory tract infections (sinusitis, otorrhoea, tonsillitis, otitis media)","8.0","concept-set"
"WHO stage II peds","Hepatosplenomegaly, persistent unexplained","0.0","concept-set"
"WHO stage II peds","Lineal gingival erythema","1.0","concept-set"
"WHO stage II peds","Wart virus infection, extensive","2.0","concept-set"
"WHO stage II peds","Molluscum contagiosum, extensive","3.0","concept-set"
"WHO stage II peds","Parotid enlargement, persistent unexplained","4.0","concept-set"
"WHO stage III adult","Oral candidiasis","0.0","concept-set"
"WHO stage III adult","Oral hairy leukoplakia","1.0","concept-set"
"WHO stage III adult","Unintentional weight loss more than 10 percent of body weight in abscence of concurrent illness","2.0","concept-set"
"WHO stage III adult","Diarrhoea, chronic (>1 month) unexplained","3.0","concept-set"
"WHO stage III adult","Fever, persistent unexplained, intermittent or constant, >1 month","4.0","concept-set"
"WHO stage III adult","Pulmonary tuberculosis","5.0","concept-set"
"WHO stage III adult","Ptb within the past two years","6.0","concept-set"
"WHO stage III adult","Severe bacterial infection (eg pneumonia, pyomyosistis, sepsis)","7.0","concept-set"
"WHO stage III adult"," Acute necrotizing ulcerative stomatitis, gingivitis or periodontitis","8.0","concept-set"
"WHO stage III adult","Anaemia, unexplained < 8 g/dl","9.0","concept-set"
"WHO stage III adult","Unspecified stage III condition","10.0","concept-set"
"WHO stage III adult","Severe weight loss >10% and/or BMI <18.5kg/m^2, unexplained","0.0","concept-set"
"WHO stage III adult","Diarrhoea, chronic (>1 month) unexplained","1.0","concept-set"
"WHO stage III adult","Oral candidiasis","2.0","concept-set"
"WHO stage III adult","Severe bacterial infections (pneumonia, empyema, pyomyositis, bone/joint, meningitis, bacteraemia)","3.0","concept-set"
"WHO stage III adult"," Acute necrotizing ulcerative stomatitis, gingivitis or periodontitis","4.0","concept-set"
"WHO stage III adult","Hepatitis B or C infection","5.0","concept-set"
"WHO stage III adult and peds","Fever, persistent unexplained, intermittent or constant, >1 month","0.0","concept-set"
"WHO stage III adult and peds","Oral hairy leukoplakia","1.0","concept-set"
"WHO stage III adult and peds","Pulmonary tuberculosis (current)","2.0","concept-set"
"WHO stage III adult and peds","Tuberculosis (PTB or EPTB) within the last 2 years","3.0","concept-set"
"WHO stage III adult and peds","Anaemia, unexplained < 8 g/dl","4.0","concept-set"
"WHO stage III adult and peds","Neutropaenia, unexplained < 500 /mm(cubed)","5.0","concept-set"
"WHO stage III adult and peds","Thrombocytopaenia, chronic < 50,000 /mm(cubed)","6.0","concept-set"
"WHO stage III adult and peds","Unspecified stage III condition","7.0","concept-set"
"WHO stage III peds","Oral candidiasis","0.0","concept-set"
"WHO stage III peds","Oral hairy leukoplakia","1.0","concept-set"
"WHO stage III peds","Unintentional weight loss more than 10 percent of body weight in abscence of concurrent illness","2.0","concept-set"
"WHO stage III peds","Diarrhoea, chronic (>1 month) unexplained","3.0","concept-set"
"WHO stage III peds","Fever, persistent unexplained, intermittent or constant, >1 month","4.0","concept-set"
"WHO stage III peds","Pulmonary tuberculosis","5.0","concept-set"
"WHO stage III peds","Ptb within the past two years","6.0","concept-set"
"WHO stage III peds","Severe bacterial infection (eg pneumonia, pyomyosistis, sepsis)","7.0","concept-set"
"WHO stage III peds"," Acute necrotizing ulcerative stomatitis, gingivitis or periodontitis","8.0","concept-set"
"WHO stage III peds","Anaemia, unexplained < 8 g/dl","9.0","concept-set"
"WHO stage III peds","Moderate unexplained malnutrition","10.0","concept-set"
"WHO stage III peds","TB lymphadenopathy","11.0","concept-set"
"WHO stage III peds","Bacterial pneumonia, severe recurrent","12.0","concept-set"
"WHO stage III peds","Symptomatic lymphoid interstitial pneumonia","13.0","concept-set"
"WHO stage III peds","Chronic HIV-associated lung disease, including bronchiectasis","14.0","concept-set"
"WHO stage III peds","HIV associated cardiomyopathy","15.0","concept-set"
"WHO stage III peds","HIV associated nephropathy","16.0","concept-set"
"WHO stage III peds","Moderate unexplained wasting/malnutrition not responding to treatment (weight-for-height/ -age 70-79% or muac 11-12 cm)","0.0","concept-set"
"WHO stage III peds","Diarrhoea, persistent unexplained (14 days or more)","1.0","concept-set"
"WHO stage III peds","Oral candidiasis (from age 2 months)","2.0","concept-set"
"WHO stage III peds","Acute necrotizing ulcerative gingivitis or periodontitis","3.0","concept-set"
"WHO stage III peds","Lymph node tuberculosis","4.0","concept-set"
"WHO stage III peds","Bacterial pneumonia, severe recurrent","5.0","concept-set"
"WHO stage III peds","Symptomatic lymphoid interstitial pneumonia","6.0","concept-set"
"WHO stage III peds","Chronic HIV-associated lung disease, including bronchiectasis","7.0","concept-set"
"WHO stage IV adult","HIV wasting syndrome (severe weight loss + persistent fever or severe weight loss + chronic diarrhoea)","0.0","concept-set"
"WHO stage IV adult","Pneumocystis pneumonia","1.0","concept-set"
"WHO stage IV adult","Toxoplasmosis of the brain","2.0","concept-set"
"WHO stage IV adult","Cryptosporidiosis or isosporiasis","3.0","concept-set"
"WHO stage IV adult","Bacterial pneumonia, severe recurrent","4.0","concept-set"
"WHO stage IV adult","Cryptococcosis, extrapulmonary","5.0","concept-set"
"WHO stage IV adult","Cytomegalovirus of an organ other than liver, spleen or lymph node","6.0","concept-set"
"WHO stage IV adult","Chronic herpes simplex infection (orolabial, gential / anorectal >1 month or visceral at any site)","7.0","concept-set"
"WHO stage IV adult","Progressive multifocal leukoencephalopathy","8.0","concept-set"
"WHO stage IV adult","Any disseminated endemic mycosis","9.0","concept-set"
"WHO stage IV adult","Candidiasis of oseophagus, trachea and bronchi or lungs","10.0","concept-set"
"WHO stage IV adult","Atypical mycobacteriosis, disseminated or lung","11.0","concept-set"
"WHO stage IV adult","Recurrent bacteraemia or sepsis with NTS","12.0","concept-set"
"WHO stage IV adult","Extrapulmonary tuberculosis (EPTB)","13.0","concept-set"
"WHO stage IV adult","Cerebral or B-cell non Hodgkin lymphoma","14.0","concept-set"
"WHO stage IV adult","Kaposis sarcoma","15.0","concept-set"
"WHO stage IV adult","HIV encephalopathy","16.0","concept-set"
"WHO stage IV adult","Invasive cancer of cervix","17.0","concept-set"
"WHO stage IV adult","Unspecified stage IV condition","18.0","concept-set"
"WHO stage IV adult","HIV wasting syndrome (severe weight loss + persistent fever or severe weight loss + chronic diarrhoea)","0.0","concept-set"
"WHO stage IV adult","Bacterial pneumonia, severe recurrent","1.0","concept-set"
"WHO stage IV adult","Chronic herpes simplex infection (orolabial, gential / anorectal >1 month or visceral at any site)","2.0","concept-set"
"WHO stage IV adult","Cytomegalovirus infection (retinitis or infection or other organs)","3.0","concept-set"
"WHO stage IV adult","Toxoplasmosis of the brain","4.0","concept-set"
"WHO stage IV adult","Non-typhoidal Salmonella bacteraemia, recurrent","5.0","concept-set"
"WHO stage IV adult","Invasive cancer of cervix","6.0","concept-set"
"WHO stage IV adult","Leishmaniasis, atypical disseminated","7.0","concept-set"
"WHO stage IV adult and peds","Pneumocystis pneumonia","0.0","concept-set"
"WHO stage IV adult and peds","Candidiasis of oseophagus, trachea and bronchi or lungs","1.0","concept-set"
"WHO stage IV adult and peds","Extrapulmonary tuberculosis (EPTB)","2.0","concept-set"
"WHO stage IV adult and peds","Kaposis sarcoma","3.0","concept-set"
"WHO stage IV adult and peds","HIV encephalopathy","4.0","concept-set"
"WHO stage IV adult and peds","Cryptococcal meningitis or other extrapulmonary cryptococcosis","5.0","concept-set"
"WHO stage IV adult and peds","Disseminated non-tuberculosis mycobacterial infection","6.0","concept-set"
"WHO stage IV adult and peds","Cryptosporidiosis, chronic with diarroea","7.0","concept-set"
"WHO stage IV adult and peds","Isosporiasis >1 month","8.0","concept-set"
"WHO stage IV adult and peds","Disseminated mycosis (coccidiomycosis or histoplasmosis)","9.0","concept-set"
"WHO stage IV adult and peds","Symptomatic HIV-associated nephropathy or cardiomyopathy","10.0","concept-set"
"WHO stage IV adult and peds","Progressive multifocal leukoencephalopathy","11.0","concept-set"
"WHO stage IV adult and peds","Cerebral or B-cell non Hodgkin lymphoma","12.0","concept-set"
"WHO stage IV adult and peds","Unspecified stage IV condition","13.0","concept-set"
"WHO stage IV peds","HIV wasting syndrome (severe weight loss + persistent fever or severe weight loss + chronic diarrhoea)","0.0","concept-set"
"WHO stage IV peds","Pneumocystis pneumonia","1.0","concept-set"
"WHO stage IV peds","Toxoplasmosis of the brain","2.0","concept-set"
"WHO stage IV peds","Bacterial pneumonia, severe recurrent","3.0","concept-set"
"WHO stage IV peds","Cryptococcosis, extrapulmonary","4.0","concept-set"
"WHO stage IV peds","Cytomegalovirus of an organ other than liver, spleen or lymph node","5.0","concept-set"
"WHO stage IV peds","Chronic herpes simplex infection (orolabial, gential / anorectal >1 month or visceral at any site)","6.0","concept-set"
"WHO stage IV peds","Progressive multifocal leukoencephalopathy","7.0","concept-set"
"WHO stage IV peds","Any disseminated endemic mycosis","8.0","concept-set"
"WHO stage IV peds","Candidiasis of oseophagus, trachea and bronchi or lungs","9.0","concept-set"
"WHO stage IV peds","Atypical mycobacteriosis, disseminated or lung","10.0","concept-set"
"WHO stage IV peds","Recurrent bacteraemia or sepsis with NTS","11.0","concept-set"
"WHO stage IV peds","Extrapulmonary tuberculosis (EPTB)","12.0","concept-set"
"WHO stage IV peds","Cerebral or B-cell non Hodgkin lymphoma","13.0","concept-set"
"WHO stage IV peds","Kaposis sarcoma","14.0","concept-set"
"WHO stage IV peds","HIV encephalopathy","15.0","concept-set"
"WHO stage IV peds","Invasive cancer of cervix","16.0","concept-set"
"WHO stage IV peds","Severe unexplained wasting or malnutrition not responding to treatment (weight-for-height/ -age <70% or MUAC less than 11cm or oedema)","17.0","concept-set"
"WHO stage IV peds","Bacterial infections, severe recurrent  (empyema, pyomyositis, meningitis, bone/joint infections but EXCLUDING pneumonia)","18.0","concept-set"
"WHO stage IV peds","Recurrent severe presumed pneumonia","19.0","concept-set"
"WHO stage IV peds","Severe unexplained wasting or malnutrition not responding to treatment (weight-for-height/ -age <70% or MUAC less than 11cm or oedema)","0.0","concept-set"
"WHO stage IV peds","Bacterial infections, severe recurrent  (empyema, pyomyositis, meningitis, bone/joint infections but EXCLUDING pneumonia)","1.0","concept-set"
"WHO stage IV peds","Chronic herpes simplex infection (orolabial or cutaneous >1 month or visceral at any site)","2.0","concept-set"
"WHO stage IV peds","Cytomegalovirus infection: rentinitis or other organ (from age 1 month)","3.0","concept-set"
"WHO stage IV peds","Toxoplasmosis of the brain (from age 1 month)","4.0","concept-set"
"WHO stage IV peds","Recto-vaginal fistula, HIV-associated","5.0","concept-set"
"Width of intihma to media part of the cartoid construct","Procedure NOT indicated","0.0","concept-set"
"Width of intihma to media part of the cartoid construct","Plates present","1.0","concept-set"
"Width of intihma to media part of the cartoid construct","Left width","2.0","concept-set"
"Width of intihma to media part of the cartoid construct","Right width","3.0","concept-set"
